kanji,kana,level
確か,たしか,n4
足す,たす,n4
訪ねる,たずねる,n4
尋ねる,たずねる,n4
正しい,ただしい,n4
畳,たたみ,n4
立てる,たてる,n4
建てる,たてる,n4
例えば,たとえば,n4
棚,たな,n4
楽しみ,たのしみ,n4
楽む,たのしむ,n4
たまに,たまに,n4
為,ため,n4
だめ,だめ,n4
足りる,たりる,n4
男性,だんせい,n4
暖房,だんぼう,n4
血,ち,n4
チェック,チェック,n4
力,ちから,n4
ちっとも,ちっとも,n4
ちゃん,ちゃん,n4
注意,ちゅうい,n4
中学校,ちゅうがっこう,n4
注射,ちゅうしゃ,n4
駐車場,ちゅうしゃじょう,n4
地理,ちり,n4
捕まえる,つかまえる,n4
つき,つき,n4
付く,つく,n4
漬ける,つける,n4
都合,つごう,n4
伝える,つたえる,n4
続く,つづく,n4
続ける,つづける,n4
包む,つつむ,n4
妻,つま,n4
つもり,つもり,n4
釣る,つる,n4
連れる,つれる,n4
丁寧,ていねい,n4
テキスト,テキスト,n4
適当,てきとう,n4
できるだけ,できるだけ,n4
手伝う,てつだう,n4
テニス,テニス,n4
手袋,てぶくろ,n4
寺,てら,n4
点,てん,n4
店員,てんいん,n4
天気予報,てんきよほう,n4
電灯,でんとう,n4
電報,でんぽう,n4
展覧会,てんらんかい,n4
都,と,n4
道具,どうぐ,n4
とうとう,とうとう,n4
動物園,どうぶつえん,n4
遠く,とおく,n4
通る,とおる,n4
特に,とくに,n4
特別,とくべつ,n4
とこや,とこや,n4
途中,とちゅう,n4
特急,とっきゅう,n4
届ける,とどける,n4
泊まる,とまる,n4
止める,とめる,n4
取り替える,とりかえる,n4
泥棒,どろぼう,n4
どんどん,どんどん,n4
直す,なおす,n4
直る,なおる,n4
治る,なおる,n4
中々,なかなか,n4
泣く,なく,n4
無くなる,なくなる,n4
亡くなる,なくなる,n4
投げる,なげる,n4
なさる,なさる,n4
鳴る,なる,n4
なるべく,なるべく,n4
なるほど,なるほど,n4
慣れる,なれる,n4
におい,におい,n4
苦い,にがい,n4
二階建て,にかいだて,n4
逃げる,にげる,n4
日記,にっき,n4
入院,にゅういん,n4
入学,にゅうがく,n4
似る,にる,n4
人形,にんぎょう,n4
盗む,ぬすむ,n4
塗る,ぬる,n4
ぬれる,ぬれる,n4
ねだん,ねだん,n4
熱,ねつ,n4
ねっしん,ねっしん,n4
寝坊,ねぼう,n4
眠い,ねむい,n4
眠る,ねむる,n4
残る,のこる,n4
のど,のど,n4
乗り換える,のりかえる,n4
乗り物,のりもの,n4
葉,は,n4
場合,ばあい,n4
パート,パート,n4
倍,ばい,n4
拝見,はいけん,n4
歯医者,はいしゃ,n4
運ぶ,はこぶ,n4
始める,はじめる,n4
場所,ばしょ,n4
はず,はず,n4
恥ずかしい,はずかしい,n4
パソコン,パソコン,n4
発音,はつおん,n4
はっきり,はっきり,n4
花見,はなみ,n4
林,はやし,n4
払う,はらう,n4
番組,ばんぐみ,n4
反対,はんたい,n4
ハンドバッグ,ハンドバッグ,n4
日,ひ,n4
火,ひ,n4
ピアノ,ピアノ,n4
冷える,ひえる,n4
光,ひかり,n4
光る,ひかる,n4
引き出し,ひきだし,n4
引き出す,ひきだす,n4
ひげ,ひげ,n4
飛行場,ひこうじょう,n4
久しぶり,ひさしぶり,n4
美術館,びじゅつかん,n4
非常に,ひじょうに,n4
びっくり,びっくり,n4
引っ越す,ひっこす,n4
必要,ひつよう,n4
ひどい,ひどい,n4
開く,ひらく,n4
ビル,ビル,n4
昼間,ひるま,n4
昼休み,ひるやすみ,n4
拾う,ひろう,n4
ファックス,ファックス,n4
増える,ふえる,n4
深い,ふかい,n4
複雑,ふくざつ,n4
復習,ふくしゅう,n4
部長,ぶちょう,n4
普通,ふつう,n4
ぶどう,ぶどう,n4
太る,ふとる,n4
布団,ふとん,n4
舟,ふね,n4
不便,ふべん,n4
踏む,ふむ,n4
降り出す,ふりだす,n4
プレゼント,プレゼント,n4
文化,ぶんか,n4
文学,ぶんがく,n4
文法,ぶんぽう,n4
別,べつ,n4
ベル,ベル,n4
変,へん,n4
返事,へんじ,n4
貿易,ぼうえき,n4
放送,ほうそう,n4
法律,ほうりつ,n4
僕,ぼく,n4
星,ほし,n4
ほど,ほど,n4
ほとんど,ほとんど,n4
ほめる,ほめる,n4
翻訳,ほんやく,n4
参る,まいる,n4
負ける,まける,n4
まじめ,まじめ,n4
まず,まず,n4
または,または,n4
間違える,まちがえる,n4
間に合う,まにあう,n4
周り,まわり,n4
回る,まわる,n4
漫画,まんが,n4
真中,まんなか,n4
見える,みえる,n4
湖,みずうみ,n4
味噌,みそ,n4
見つかる,みつかる,n4
見つける,みつける,n4
皆,みな,n4
港,みなと,n4
向かう,むかう,n4
迎える,むかえる,n4
昔,むかし,n4
虫,むし,n4
息子,むすこ,n4
娘,むすめ,n4
無理,むり,n4
召し上がる,めしあがる,n4
珍しい,めずらしい,n4
申し上げる,もうしあげる,n4
申す,もうす,n4
もうすぐ,もうすぐ,n4
もし,もし,n4
もちろん,もちろん,n4
もっとも,もっとも,n4
戻る,もどる,n4
木綿,もめん,n4
もらう,もらう,n4
森,もり,n4
焼く,やく,n4
約束,やくそく,n4
役に立つ,やくにたつ,n4
焼ける,やける,n4
優しい,やさしい,n4
痩せる,やせる,n4
やっと,やっと,n4
やはり,やはり,n4
やはり,やっぱり,n4
やっぱり,やはり,n4
やっぱり,やっぱり,n4
止む,やむ,n4
止める,やめる,n4
柔らかい,やわらかい,n4
湯,ゆ,n4
輸出,ゆしゅつ,n4
輸入,ゆにゅう,n4
指,ゆび,n4
指輪,ゆびわ,n4
夢,ゆめ,n4
揺れる,ゆれる,n4
用,よう,n4
用意,ようい,n4
用事,ようじ,n4
汚れる,よごれる,n4
予習,よしゅう,n4
予定,よてい,n4
予約,よやく,n4
寄る,よる,n4
喜ぶ,よろこぶ,n4
よろしい,よろしい,n4
理由,りゆう,n4
利用,りよう,n4
両方,りょうほう,n4
旅館,りょかん,n4
留守,るす,n4
冷房,れいぼう,n4
歴史,れきし,n4
レジ,レジ,n4
レポート,レポート,n4
レポート,リポート,n4
リポート,レポート,n4
リポート,リポート,n4
連絡,れんらく,n4
ワープロ,ワープロ,n4
沸かす,わかす,n4
別れる,わかれる,n4
沸く,わく,n4
訳,わけ,n4
忘れ物,わすれもの,n4
笑う,わらう,n4
割合,わりあい,n4
割れる,われる,n4
泳ぎ方,およぎかた,n4
会う,あう,n5
青,あお,n5
青い,あおい,n5
赤,あか,n5
赤い,あかい,n5
明い,あかるい,n5
秋,あき,n5
開く,あく,n5
開ける,あける,n5
上げる,あげる,n5
朝,あさ,n5
朝御飯,あさごはん,n5
あさって,あさって,n5
足,あし,n5
明日,あした,n5
あそこ,あそこ,n5
遊ぶ,あそぶ,n5
暖かい,あたたかい,n5
頭,あたま,n5
新しい,あたらしい,n5
あちら,あちら,n5
暑い,あつい,n5
熱い,あつい,n5
厚い,あつい,n5
あっち,あっち,n5
後,あと,n5
あなた,あなた,n5
兄,あに,n5
姉,あね,n5
あの,あの,n5
あの,あの,n5
アパート,アパート,n5
あびる,あびる,n5
危ない,あぶない,n5
甘い,あまい,n5
あまり,あまり,n5
雨,あめ,n5
飴,あめ,n5
洗う,あらう,n5
ある,ある,n5
歩く,あるく,n5
あれ,あれ,n5
いい,いい,n5
いい,よい,n5
よい,いい,n5
よい,よい,n5
いいえ,いいえ,n5
言う,いう,n5
家,いえ,n5
いかが,いかが,n5
行く,いく,n5
いくつ,いくつ,n5
いくら,いくら,n5
池,いけ,n5
医者,いしゃ,n5
いす,いす,n5
忙しい,いそがしい,n5
痛い,いたい,n5
一,いち,n5
一日,いちにち,n5
いちばん,いちばん,n5
いつ,いつ,n5
五日,いつか,n5
一緒,いっしょ,n5
五つ,いつつ,n5
いつも,いつも,n5
犬,いぬ,n5
今,いま,n5
意味,いみ,n5
妹,いもうと,n5
嫌,いや,n5
入口,いりぐち,n5
居る,いる,n5
要る,いる,n5
入れる,いれる,n5
色,いろ,n5
いろいろ,いろいろ,n5
上,うえ,n5
後ろ,うしろ,n5
薄い,うすい,n5
歌,うた,n5
歌う,うたう,n5
生まれる,うまれる,n5
海,うみ,n5
売る,うる,n5
煩い,うるさい,n5
上着,うわぎ,n5
絵,え,n5
映画,えいが,n5
映画館,えいがかん,n5
英語,えいご,n5
ええ,ええ,n5
駅,えき,n5
エレベーター,エレベーター,n5
鉛筆,えんぴつ,n5
おいしい,おいしい,n5
多い,おおい,n5
大きい,おおきい,n5
大きな,おおきな,n5
大勢,おおぜい,n5
お母さん,おかあさん,n5
お菓子,おかし,n5
お金,おかね,n5
起きる,おきる,n5
置く,おく,n5
奥さん,おくさん,n5
お酒,おさけ,n5
お皿,おさら,n5
伯父,おじいさん,n5
叔父,おじいさん,n5
教える,おしえる,n5
伯父,おじさん,n5
叔父,おじさん,n5
押す,おす,n5
遅い,おそい,n5
お茶,おちゃ,n5
お手洗い,おてあらい,n5
お父さん,おとうさん,n5
弟,おとうと,n5
男,おとこ,n5
男の子,おとこのこ,n5
一昨日,おととい,n5
一昨年,おととし,n5
大人,おとな,n5
おなか,おなか,n5
同じ,おなじ,n5
お兄さん,おにいさん,n5
お姉さん,おねえさん,n5
おばあさん,おばあさん,n5
伯母さん,おばさん,n5
叔母さん,おばさん,n5
お風呂,おふろ,n5
お弁当,おべんとう,n5
覚える,おぼえる,n5
おまわりさん,おまわりさん,n5
重い,おもい,n5
おもしろい,おもしろい,n5
泳ぐ,およぐ,n5
降りる,おりる,n5
終る,おわる,n5
音楽,おんがく,n5
女,おんな,n5
女の子,おんなのこ,n5
外国,がいこく,n5
外国人,がいこくじん,n5
会社,かいしゃ,n5
階段,かいだん,n5
買い物,かいもの,n5
買う,かう,n5
返す,かえす,n5
帰る,かえる,n5
かかる,かかる,n5
かぎ,かぎ,n5
書く,かく,n5
学生,がくせい,n5
かける,かける,n5
傘,かさ,n5
貸す,かす,n5
風,かぜ,n5
風邪,かぜ,n5
家族,かぞく,n5
方,かた,n5
学校,がっこう,n5
カップ,カップ,n5
家庭,かてい,n5
角,かど,n5
かばん,かばん,n5
花瓶,かびん,n5
紙,かみ,n5
カメラ,カメラ,n5
火曜日,かようび,n5
辛い,からい,n5
体,からだ,n5
借りる,かりる,n5
軽い,かるい,n5
カレー,カレー,n5
カレンダー,カレンダー,n5
川,かわ,n5
河,かわ,n5
かわいい,かわいい,n5
漢字,かんじ,n5
木,き,n5
黄色,きいろ,n5
黄色い,きいろい,n5
消える,きえる,n5
聞く,きく,n5
北,きた,n5
ギター,ギター,n5
汚い,きたない,n5
喫茶店,きっさてん,n5
切手,きって,n5
切符,きっぷ,n5
昨日,きのう,n5
九,きゅう,n5
九,く,n5
牛肉,ぎゅうにく,n5
牛乳,ぎゅうにゅう,n5
今日,きょう,n5
教室,きょうしつ,n5
兄弟,きょうだい,n5
去年,きょねん,n5
嫌い,きらい,n5
切る,きる,n5
着る,きる,n5
きれい,きれい,n5
キロ,キロ,n5
キロ,キログラム,n5
キログラム,キロ,n5
キログラム,キログラム,n5
キロ,キロ,n5
キロ,キロメートル,n5
キロメートル,キロ,n5
キロメートル,キロメートル,n5
銀行,ぎんこう,n5
金曜日,きんようび,n5
薬,くすり,n5
ください,ください,n5
果物,くだもの,n5
口,くち,n5
靴,くつ,n5
靴下,くつした,n5
国,くに,n5
曇り,くもり,n5
曇る,くもる,n5
暗い,くらい,n5
クラス,クラス,n5
グラム,グラム,n5
来る,くる,n5
車,くるま,n5
黒,くろ,n5
黒い,くろい,n5
警官,けいかん,n5
今朝,けさ,n5
消す,けす,n5
結構,けっこう,n5
結婚,けっこん,n5
月曜日,げつようび,n5
玄関,げんかん,n5
元気,げんき,n5
五,ご,n5
公園,こうえん,n5
交差点,こうさてん,n5
紅茶,こうちゃ,n5
交番,こうばん,n5
声,こえ,n5
コート,コート,n5
コーヒー,コーヒー,n5
ここ,ここ,n5
午後,ごご,n5
九日,ここのか,n5
九つ,ここのつ,n5
午前,ごぜん,n5
答える,こたえる,n5
こちら,こちら,n5
こっち,こっち,n5
コップ,コップ,n5
今年,ことし,n5
言葉,ことば,n5
子供,こども,n5
この,この,n5
御飯,ごはん,n5
コピーする,コピーする,n5
困る,こまる,n5
これ,これ,n5
今月,こんげつ,n5
今週,こんしゅう,n5
こんな,こんな,n5
今晩,こんばん,n5
さあ,さあ,n5
財布,さいふ,n5
魚,さかな,n5
先,さき,n5
咲く,さく,n5
作文,さくぶん,n5
差す,さす,n5
雑誌,ざっし,n5
砂糖,さとう,n5
寒い,さむい,n5
さ来年,さらいねん,n5
三,さん,n5
散歩,さんぽする,n5
四,し,n5
四,よん,n5
塩,しお,n5
しかし,しかし,n5
時間,じかん,n5
仕事,しごと,n5
辞書,じしょ,n5
静か,しずか,n5
下,した,n5
七,しち,n5
七,なな,n5
質問,しつもん,n5
自転車,じてんしゃ,n5
自動車,じどうしゃ,n5
死ぬ,しぬ,n5
字引,じびき,n5
自分,じぶん,n5
閉まる,しまる,n5
閉める,しめる,n5
締める,しめる,n5
じゃ,じゃ,n5
じゃ,じゃあ,n5
じゃあ,じゃ,n5
じゃあ,じゃあ,n5
写真,しゃしん,n5
シャツ,シャツ,n5
シャワー,シャワー,n5
十,じゅう とお,n5
授業,じゅぎょう,n5
宿題,しゅくだい,n5
上手,じょうず,n5
丈夫,じょうぶ,n5
しょうゆ,しょうゆ,n5
食堂,しょくどう,n5
知る,しる,n5
白,しろ,n5
白い,しろい,n5
新聞,しんぶん,n5
水曜日,すいようび,n5
吸う,すう,n5
スカート,スカート,n5
好き,すき,n5
少ない,すくない,n5
すぐに,すぐに,n5
少し,すこし,n5
涼しい,すずしい,n5
ストーブ,ストーブ,n5
スプーン,スプーン,n5
スポーツ,スポーツ,n5
ズボン,ズボン,n5
住む,すむ,n5
スリッパ,スリッパ,n5
する,する,n5
座る,すわる,n5
背,せ,n5
生徒,せいと,n5
セーター,セーター,n5
せっけん,せっけん,n5
背広,せびろ,n5
狭い,せまい,n5
ゼロ,ゼロ,n5
千,せん,n5
先月,せんげつ,n5
先週,せんしゅう,n5
先生,せんせい,n5
洗濯,せんたく,n5
全部,ぜんぶ,n5
掃除,そうじする,n5
そうして,そうして,n5
そうして,そして,n5
そして,そうして,n5
そして,そして,n5
そこ,そこ,n5
そちら,そちら,n5
そっち,そっち,n5
外,そと,n5
その,その,n5
そば,そば,n5
空,そら,n5
それ,それ,n5
それから,それから,n5
それでは,それでは,n5
大学,だいがく,n5
大使館,たいしかん,n5
大丈夫,だいじょうぶ,n5
大好き,だいすき,n5
大切,たいせつ,n5
台所,だいどころ,n5
たいへん,たいへん,n5
たいへん,たいへん,n5
高い,たかい,n5
たくさん,たくさん,n5
タクシー,タクシー,n5
出す,だす,n5
立つ,たつ,n5
たて,たて,n5
建物,たてもの,n5
楽しい,たのしい,n5
頼む,たのむ,n5
たばこ,たばこ,n5
たぶん,たぶん,n5
食べ物,たべもの,n5
食べる,たべる,n5
卵,たまご,n5
誰,だれ,n5
誰,だれか,n5
誕生日,たんじょうび,n5
だんだん,だんだん,n5
小さい,ちいさい,n5
小さな,ちいさな,n5
近い,ちかい,n5
違う,ちがう,n5
近く,ちかく,n5
地下鉄,ちかてつ,n5
地図,ちず,n5
茶色,ちゃいろ,n5
ちゃわん,ちゃわん,n5
ちょうど,ちょうど,n5
ちょっと,ちょっと,n5
一日,ついたち,n5
使う,つかう,n5
疲れる,つかれる,n5
次,つぎ,n5
着く,つく,n5
机,つくえ,n5
作る,つくる,n5
つける,つける,n5
勤める,つとめる,n5
つまらない,つまらない,n5
冷たい,つめたい,n5
強い,つよい,n5
手,て,n5
テープ,テープ,n5
テーブル,テーブル,n5
テープレコーダー,テープレコーダー,n5
出かける,でかける,n5
手紙,てがみ,n5
できる,できる,n5
出口,でぐち,n5
テスト,テスト,n5
では,では,n5
デパート,デパート,n5
でも,でも,n5
出る,でる,n5
テレビ,テレビ,n5
天気,てんき,n5
電気,でんき,n5
電車,でんしゃ,n5
電話,でんわ,n5
戸,と,n5
ドア,ドア,n5
トイレ,トイレ,n5
どう,どう,n5
どうして,どうして,n5
どうぞ,どうぞ,n5
動物,どうぶつ,n5
どうも,どうも,n5
遠い,とおい,n5
十日,とおか,n5
時々,ときどき,n5
時計,とけい,n5
どこ,どこ,n5
所,ところ,n5
年,とし,n5
図書館,としょかん,n5
どちら,どちら,n5
どっち,どっち,n5
とても,とても,n5
どなた,どなた,n5
隣,となり,n5
どの,どの,n5
飛ぶ,とぶ,n5
止まる,とまる,n5
友達,ともだち,n5
土曜日,どようび,n5
鳥,とり,n5
とり肉,とりにく,n5
取る,とる,n5
撮る,とる,n5
どれ,どれ,n5
ナイフ,ナイフ,n5
中,なか,n5
長い,ながい,n5
鳴く,なく,n5
無くす,なくす,n5
なぜ,なぜ,n5
夏,なつ,n5
夏休み,なつやすみ,n5
など,など,n5
七つ,ななつ,n5
七日,なのか,n5
名前,なまえ,n5
